uid,caption
519605_mscoco_4,"A large, black truck driving on a muddy road with a bicycle rack on top."
155897_mscoco_0,A person holding a sandwich in their hands.
554296_mscoco_1,A snowy day reveals a man with a black umbrella and snow covered sidewalk.
323709_mscoco_3,A jet plane and a large white sphere.
255482_mscoco_0,A blue turboprop airplane races across the blue sky.
493623_mscoco_3,Two people in the background doing make-up with shoes and flowers in teh foreground.
96549_mscoco_1,An Egyptian airlines plane landing at an airport.
149962_mscoco_3,A man that is holding a skateboard in the air.
529151_mscoco_1,Seven containers of different foods on a white table.
379636_mscoco_2,A sausage on a bun next to very large fries.
383448_mscoco_4,A dog is lying on a blanket on top of a couch.
398505_mscoco_1,Adult male taking children for a ride on surfboard.
25743_mscoco_4,Two elephants in an indoor elephant enclosure standing next to cement wall with closed doors.
339344_mscoco_2,A multicolored bus with Russian lettering on the back parked by a sidewalk.
406417_mscoco_0,three little kids that have different ties on
223362_mscoco_1,a close up of a person holding a pair of scissors
162841_mscoco_0,A yellow vase with a red painted top that has two flowers that are bloomed in it.
334075_mscoco_0,A baseball game as a batter stands ready to swing.
75576_mscoco_3,A cat sitting on the floor by three shoes.
535809_mscoco_3,A very cute small cat laying down on a couch.
58632_mscoco_3,a tower with a clock in it sits inf front of a sky
201463_mscoco_3,He is patting him on the back while he is brushing his teeth.
232610_mscoco_1,A woman wearing glasses talking on a cell phone.
168334_mscoco_3,The two players compete at a game of Frisbee.
565479_mscoco_0,Woman placing a dog on a white and yellow surfboard.
560025_mscoco_0,A toilet that has a Harry Potter themed lid.
215114_mscoco_2,A man is inside the refrigerator with a carrot in his mouth.
359136_mscoco_4,woman in bra and cowboy boots lays on the floor of a bathroom
456708_mscoco_2,Some people ride on skateboards on a flat surface.
266611_mscoco_1,"A ""give way"" sign on the shoulder of a rural road."
82338_mscoco_3,A man is on a motorcycle with a anaimal in the street
266348_mscoco_4,a tower on a clock next to a cathedral
52020_mscoco_2,A horse eating hay in the middle of a field.
18896_mscoco_0,A woman in white shirt climbing onto an elephant.
509695_mscoco_1,a person in a field with a frisbee
147375_mscoco_2,A young boy sitting at a table doing work on a laptop.
188136_mscoco_3,The kitchen is large and has a pan on the wall and pitchers on the counter.
377951_mscoco_2,A small female doll looks happily upon a piece of pizza on a plate.
48674_mscoco_0,This is a black and white photo of a girl under a pedestrian traffic signal.
556837_mscoco_2,A toilet with some kind of remote control.
244834_mscoco_0,People walking down the street together and sharing a stars and stripes umbrella.
437118_mscoco_2,A man holding a baseball walking across a walkway.
5694_mscoco_2,A white bird is standing in front of plants.
562443_mscoco_2,Three zebras gather to stand and graze in their enclosure.
315319_mscoco_3,"A kitchen includes a refrigerator, counter, and sink."
373333_mscoco_4,A motorcycle parked at the beach next to a rock.
304044_mscoco_1,A car and a school bus are stopped at an intersection.
115898_mscoco_4,A man riding a surfboard in the water.
448024_mscoco_4,An orange cat laying on the ground in front of a bench.
260657_mscoco_2,Two tall signs advertising Mexican food under a cloudy sky.
375902_mscoco_1,a woman crossing a black finish line under a blue thing
526721_mscoco_3,A cat eating out of a glass bowl on top of a hardwood floor.
202582_mscoco_0,A view of a beach that has some people sitting on it.
405135_mscoco_1,Policemen on horses gather on the corner of the street
467000_mscoco_4,A man in plaid shirt standing by a bicycle next to street.
80462_mscoco_3,A lightning bolt hitting a city. The view is from miles away.
531633_mscoco_2,A person with a couple surfboards on the beach.
535156_mscoco_3,An elephant leans against a post in a fenced area.
372362_mscoco_3,A man and woman ride a horse carriage on top of cobble stones.
92257_mscoco_0,The man on the toilet is reading the paper.
136355_mscoco_4,A vase of flowers on a dining table.
246650_mscoco_2,A car that is sitting underneath a stop light.
505455_mscoco_4,A group of people walking in a single file up a slope.
408101_mscoco_0,A large black bear standing by a tree.
280017_mscoco_4,A close-up of the Seagull standing on the beach and ocean.
492366_mscoco_4,a couple of people stand next to a being pulled by horses
16356_mscoco_1,Two young boys standing in grassy field watching kites in sky.
386908_mscoco_2,Several motorcycles are parked next to each other on asphalt.
570353_mscoco_3,The laptop sits near the double hung window
512780_mscoco_1,A women with blue hair using a cell phone.
30448_mscoco_4,a couple of cars ride down a city street
312237_mscoco_3,A beach filled with a crowd of people playing and laying on the sand.
197199_mscoco_4,A large grassy field filled with grazing cows
495993_mscoco_1,a number of cars parked in a lot
254277_mscoco_2,a small silver vase with some orange flowers in it
269037_mscoco_2,People are waiting to try a surfing simulator.
338105_mscoco_1,The cars are stopped at a red light.
11300_mscoco_2,a small child sitting on a ground with a skate board near by
20333_mscoco_1,a little boy kneeling down while attempting to stick his hand in a bowl of water
563267_mscoco_1,Two guys in an office walking towards the chalk board.
215151_mscoco_0,A man flying through the air while riding a skateboard.
141821_mscoco_3,An oddly shaped pizza resting on a picnic table near several beverages.
50431_mscoco_4,two white horses are pulling some people in a cart
107304_mscoco_3,A girl smiles while standing outside of a bathroom.
292639_mscoco_4,Several blue and yellow jets flying in a formation.
171050_mscoco_2,The subject of this photo is a fire plug on a city street.
321867_mscoco_1,A man is taking a picture of the framed art with his phone.
110765_mscoco_3,a pair of scissors is laying on the ground
89861_mscoco_1,THERE IS A TRAIN ON THE TRACKS OF THE SUBWAY
511136_mscoco_1,A man is on his roof with a large umbrella.
350003_mscoco_2,A firetruck with lights on is on a city street.
373753_mscoco_0,The fire hydrant is sitting on the side of the road
336487_mscoco_0,A man with a nose ring taking a bite out of a burger.
528386_mscoco_4,A small old fashioned television that is sitting on the back of a bar.
498460_mscoco_4,A dog stands on top of a table in front of a group.
123627_mscoco_3,A couple of people that are riding some horses.
427135_mscoco_0,A man kicking a soccer ball on a field.
381108_mscoco_0,A man in orange shirt and headband playing tennis.
357386_mscoco_3,a black bear some large rocks and trees
247543_mscoco_2,A group of cows grazing near a passing train
354976_mscoco_0,Laptop lifted up on a desk next to another monitor.
47938_mscoco_4,Some shoes are reflected in a bathroom mirror.
158994_mscoco_4,Two buses parked at a bus stop on a street.
267135_mscoco_0,A modern style wooden kitchen with multi layered counters.
50238_mscoco_1,A man wearing a cowboy hat standing next to an old red truck.
39504_mscoco_1,A motorcyclist wearing helmet and goggles on his motorcycle.
226762_mscoco_2,A man in a suit and tie on the phone
123810_mscoco_3,A newly wedded husband and wife cut the cake
23656_mscoco_0,a cat next to a blue chair and a deck
211690_mscoco_0,Two girls in a library seated at a table cutting large brown paper.
280007_mscoco_1,An American flag atop a tall columned building.
131295_mscoco_1,A train on a train track next to a grassy area.
159215_mscoco_1,A man viewing a video on his smart phone.
379922_mscoco_0,A closeup picture of a bright orange grapefruit cut in half.
208044_mscoco_4,The woman takes a picture of her boyfriend getting dressed
447791_mscoco_1,there is a large red boat that is seen in the water
578967_mscoco_2,a train is on the tracks near some trees.
16593_mscoco_1,Two guys on a sofa one holding a remote in his right hand.
565563_mscoco_3,a sidewalk and cars parked on the street
304744_mscoco_2,A man lighting candles on a cake on a table.
271046_mscoco_4,A giraffe walking past a tree on a dirt landscape.
475813_mscoco_0,a little girl standing in a room and holding a remote
165986_mscoco_1,Man standing on snow with skilift and trees
480345_mscoco_4,A giraffe stands in the grass in front of tall trees.
238062_mscoco_3,The meal looks like it is not complete.
148508_mscoco_2,People standing on the sidewalk waiting for a parade to start.
399703_mscoco_0,Red and yellow fire hydrant with the lid off.
415843_mscoco_1,Blurry photograph of a modern public restroom with urinals
212351_mscoco_3,A large jumbo jet flies through a cloudy sky.
532693_mscoco_3,"A day lays its head near a person's hand, which is holding a book."
308507_mscoco_4,A kitchen table surrounded by chairs in a kitchen.
97958_mscoco_3,A person sitting outside has a sandwich on their lap.
179808_mscoco_0,"Near a teller machine, several baggies sit on a shelf that holds three bags with orange fish in them."
261705_mscoco_0,Two men are making pizzas in a kitchen.
477688_mscoco_3,Police riding motorcycle down a road next to people.
35438_mscoco_4,A black and white dog looks forward from a park bench.
324979_mscoco_4,A green stuffed toy inside of a plastic container next to a hot dog.
539140_mscoco_3,A man swinging his racket at the tennis ball.
26472_mscoco_1,a group of flowers sitting in a vace on top of the counter
424642_mscoco_1,two men in the middle of the woods playing frisbee golf.
161875_mscoco_0,A woman that is standing up in the grass.
519573_mscoco_1,A person on a skateboard on a city street.
562345_mscoco_4,A woman in a yellow jacket stands on and looks at her phone.
263355_mscoco_0,Four people skiing down a side of a snow covered slope.
48636_mscoco_0,a baseball player is swinging a bat at a ball
26671_mscoco_1,A dog laying on the floor chewing on a stick.
139455_mscoco_3,A group of cows grazing in a deserted plains area
171255_mscoco_0,Several horses on a beach near a tent with the ocean in the background.
482829_mscoco_3,a tennis player swinging a racket at a ball
182021_mscoco_2,Blurry shot of batter and catcher in game of baseball.
467580_mscoco_0,A man falling off of a surfboard on top of a wave.
343937_mscoco_2,A girl glides down a snowy hill on a snowboard.
242779_mscoco_0,A person standing in the stands at a baseball game
472648_mscoco_4,A black and white image of a steer standing next to a stone wall in a pasture.
406848_mscoco_4,A pizza pie with meat and fresh herbs on top
548795_mscoco_3,The living room furniture is of a simple mission style.
556025_mscoco_3,Items are laying on a long table in a narrow kitchen.
392228_mscoco_2,The clock is built near the roof of a building.
365129_mscoco_3,A sun setting behind the mountains with a bunch of boats in the bay.
62109_mscoco_0,Three young men prepare to race bicycles back in the early nineteenth century as a crowd of mean watch.
373344_mscoco_0,A person lays down on a blanket with a dog by her side.
574413_mscoco_1,An elephant being ridden by people who are standing and sitting on it.
558012_mscoco_0,A computer desk with a laptop and desktop computer.
248441_mscoco_2,The girl is holding the horse and looking at its face.
125322_mscoco_1,a male in a black shirt is holding his cellphone
216161_mscoco_0,A dog looking at a slice of pizza.
421923_mscoco_3,A statue next to a vase of flowers on a shelf.
502001_mscoco_0,some people at a table with food and drinks
380634_mscoco_0,A young child riding on the back of a brown horse.
372203_mscoco_4,A bench is next to a lamp post in the middle of a field.
31121_mscoco_0,A person jumps in the air with a tripod in hand.
5724_mscoco_4,"Plate loaded with mostly vegetables, sitting on a rough table."
272110_mscoco_3,a skate boarding kid does tricks out side
30548_mscoco_1,A man with a beard in glasses grinning at the camera
527846_mscoco_0,A farmers market fulled of fresh fruits and vegetables.
223955_mscoco_0,A man holding a red frisbee while standing on lush green field.
505538_mscoco_0,A couple of giraffes are standing in the wild.
553083_mscoco_2,A poodle sniffing at a potted plant outside.
505826_mscoco_1,a person standing on a beach flying a kite
154971_mscoco_0,A man kicking a soccer ball whle standing on a field.
109532_mscoco_4,A dog sleeping on a dog bed in a room.
59532_mscoco_3,"A parking garage, with a green painted floor, full of scooters"
32124_mscoco_3,a group of people standing near a person sitting on a curb
207151_mscoco_2,A wooden pan serving tray with a pizza on it.
472399_mscoco_1,A cat under a white chair that has a mason jar with flowers in it.
287574_mscoco_1,two elephants in a body of water near each other
317410_mscoco_4,Two women are putting luggage into a car trunk.
422464_mscoco_1,A room with new flooring and a bed against the wall
18824_mscoco_3,A group of people sitting next to each other under blue umbrellas.
218119_mscoco_1,Lots of people flying kites on the beach.
21361_mscoco_3,White stuffed polar bear positioned in front of a laptop
507684_mscoco_2,A tower that has a clock on it.
113559_mscoco_2,people on motorbikes riding very fast and also akid
371529_mscoco_1,A woman standing next to and touching a toilet.
230593_mscoco_4,Ducks and geese walking down the path while people are coming
450849_mscoco_0,There is a clock with a glass front door
95417_mscoco_0,A man in black shirt riding a skateboard on a sidewalk.
450396_mscoco_0,A man in a pink tie next to a woman with sunglasses on her head.
574316_mscoco_4,Three red and white cows huddle together in a wide open field on a cloudy day.
99874_mscoco_4,A woman is in a restaurant using a cell phone.
72281_mscoco_0,The young man in the cap jumps up on a skateboard.
136820_mscoco_3,A young girl sitting at a table with bowls of food
363654_mscoco_0,A fire hydrant buried in a pile of snow next to a run down building.
516026_mscoco_1,A giraffe and a zebra in the shade.
248591_mscoco_4,A woman using her laptop with a cat in her lap.
214363_mscoco_3,A woman riding a bicycle with an umbrella.
472704_mscoco_0,there is a white toilet and a sink in this bathroom
519728_mscoco_3,"A horse chasing a dog through a fenced field,"
383527_mscoco_1,A large ship sitting on top of an ocean.
567171_mscoco_4,A motorcycle and car parked on the street.
289512_mscoco_3,A woman on a horse out in the country
520528_mscoco_4,The young boy is playing baseball in the field.
185698_mscoco_1,A table topped with platters filled with cake and food.
210204_mscoco_2,Two people at a table of a restaurant with a deep dish pizza.
48546_mscoco_2,"A lap post in front of a building that reads ""Wadsworth St""."
319053_mscoco_4,A street filled with traffic and line with green trees.
490927_mscoco_3,Colorful sink in a bathroom area with toiletry items on it.
194216_mscoco_0,An outdoor area with a large bear and two smaller bears facing the wooded tree area.
465346_mscoco_2,A breaded patty sandwich with fries on a plate.
364439_mscoco_0,"There are trees and benches randomly scattered about in the park, and a green slide as well."
419735_mscoco_0,A bob laying down on a comforter of a bed.
374990_mscoco_3,A dog is looking at a woman in the kitchen.
139468_mscoco_2,a street some cars a traffic light and different signs
423215_mscoco_0,The large freight train is pulling many cars of cargo.
17436_mscoco_3,a male in a white shirt is sitting on a bench and a building
127910_mscoco_1,A well made dinner sitting on a table thats ready to eat.
265200_mscoco_2,A long sausage is on a table with scissors.
531852_mscoco_1,Men in a living room stand while they hold controllers.
35887_mscoco_3,A group of birds hanging off the side of a feeder.
361885_mscoco_0,A man standing in a room with a remote.
282206_mscoco_2,Feet hanging of the side of a white and black boat.
574454_mscoco_3,A person is parasailing over the a beach.
283203_mscoco_1,A skateboarder doing a trick silhouetted against the sky.
364580_mscoco_1,A blue couch is facing towards two chairs.
96566_mscoco_2,A woman looks up and smiles as she sits in front of her plate of pizza.
398076_mscoco_4,a girl laying down with a book pointing her finger at the camera
185197_mscoco_3,A baby laying on a bed looking at an elephant toy.
100329_mscoco_3,A brown bear is laying down on some rocks outdoors.
88967_mscoco_3,A pole with a sign that describe the street as 3-way.
518213_mscoco_2,a very ugly cow with long horns staring
97924_mscoco_4,Four people trying to get a black horse into the back of a blue and white truck.
493563_mscoco_4,A young woman sitting on an outdoor bench.
384242_mscoco_2,A person riding a wind sail on top of the ocean.
143769_mscoco_4,Ponies have long manes and tails and stand beside a fence in front of a building.
39852_mscoco_0,a table with electronics and a television on it
431355_mscoco_0,A toilet is shown with a black ruck.
98280_mscoco_1,A close up of a man wearing a helmet and eating a banana.
298656_mscoco_1,A group of cows standing next to a trough with snow on the ground.
402855_mscoco_1,Sail boats at the marina sitting in dry dock.
443313_mscoco_2,A male tennis player in action on the court.
451263_mscoco_2,A zebra is laying in the dirt outside
248582_mscoco_4,People with backpacks shopping at an outdoor stand with fruits and vegetables.
271424_mscoco_2,A snowboarder is standing next to several skiers in the snow.
558083_mscoco_1,Toilet with seat up in tiled bathroom with door open.
540093_mscoco_4,The plants are covered to protect them from the weather.
143908_mscoco_2,A man peeling rubber on a white motorcycle.
75742_mscoco_0,The cat is sitting underneath the parked car.
549635_mscoco_0,a outside produce market with different fruit and vegetables
370170_mscoco_2,a skillet with some food inside of it
485564_mscoco_2,girl's soccer game showing competing girls in foreground with ball in mid air
122987_mscoco_2,There are two giraffes together one is standing up while the other is laying down.
523873_mscoco_1,Two people holding tennis rackets on a tennis court.
356293_mscoco_3,A reflection a person catching a frisbee in a mirror like object.
553547_mscoco_0,Two cats sleeping on top of a bed next to pillows.
105367_mscoco_2,The herd of cows are traveling together in the fog outside.
436653_mscoco_1,There is a lot of traffic on the road.
147205_mscoco_1,A good lookign dish of food is arrange don a plate
459396_mscoco_2,Brown and black cows are eating grass by a fence.
329355_mscoco_1,Two zebras grazing on grass in a field.
213538_mscoco_2,Two monitors sit on an organized desk area
563871_mscoco_4,"Man on gravel tossing a throwing ring, at a carnival."
563040_mscoco_3,A police car is parked on the side of the road with other cars.
97599_mscoco_0,A train is traveling down the train tracks during the day.
236000_mscoco_4,A large yellow semi truck pulling a gray trailer behind it.
84123_mscoco_3,Looking down a city street with informational signs in the foreground
528972_mscoco_1,A white refrigerator with two doors and a basket sitting on top of it.
193348_mscoco_0,A small child that is holding a toothbrush and brushing their teeth.
484280_mscoco_2,Bunch of broccoli sitting next to a soup looking dish.
246883_mscoco_0,Two men holding their surfboards near an ocean.
527718_mscoco_0,A person on a snowboard is sitting in the snow.
545162_mscoco_2,a mosaic tiled bathroom which shows a white porcelain sink and toilet
58754_mscoco_1,a man jumping down part of a track while skiing down a hill
367579_mscoco_0,Two horses grazing in a field next to forest.
50306_mscoco_0,"The table is holding, pizza, eating utensils and glasses of orange juice."
455528_mscoco_1,a person sitting while wearing a snowboard looking at another snowboarder
377361_mscoco_2,a giraffe taking a leaf from a smiling woman
521197_mscoco_2,Man posing in front of bicycle with a banana in his hand.
502959_mscoco_2,People sitting at a table full of drinks.
385580_mscoco_0,Men on phones standing in white room with lights
377231_mscoco_4,Three zebras standing on a grassy hill with other animals.
71123_mscoco_4,a large air plane on a run way
396997_mscoco_0,Many people playing a type of sport on a field.
218424_mscoco_3,Four zebras stand together in a grassy plain.
20906_mscoco_2,A few pieces of bread with peanut butter and banana slices between them
121417_mscoco_0,a woman is sitting with an umbrella outside
265725_mscoco_0,A baseball player holding a bat on a field.
574424_mscoco_0,a person watching another person doing something on a computer
472416_mscoco_1,Sheep are standing and grazing in the grass.
21971_mscoco_3,Many blue beach umbrellas near lounge chairs at the beach
565781_mscoco_3,A MAN HOLDING A SANDWICH IN HIS HAND AND LICKING HIS LIP
303549_mscoco_3,A dirty broken spray painted toilet in a bathroom
347367_mscoco_1,An airplane flies along past a snow capped mountain.
236516_mscoco_1,a man and a woman holding Wii remotes
26534_mscoco_3,A person that is flying a kite in the air.
501142_mscoco_1,A cow in a shallow lake stares at a canoe.
18837_mscoco_2,A large truck on a city street with two works sitting on top and one worker climbing in through door.
6417_mscoco_0,A surfer curls to balance on his board atop the foamy white crest of a wave
9699_mscoco_1,a big plane sits parked in a air port
246064_mscoco_0,A man with three cows on road next to trees.
275695_mscoco_2,Many cabinets assure plenty of space for dishes and food items.
563951_mscoco_3,The young man is playing a game of tennis.
41246_mscoco_4,A picture of a large stone clock tower.
42888_mscoco_2,A cartoon monster underneath a no parking sign.
533532_mscoco_4,People standing near luggage placed on the floor.
44934_mscoco_3,Slice of gooey deep dish pizza on a plate.
215693_mscoco_0,An umbrella is standing behind a red rectangular seat.
415163_mscoco_0,A group of people standing around a TV with a video game on it's display.
302038_mscoco_0,A dinning room table sitting next to a small fireplace.
136600_mscoco_4,A laptop computer is surrounded by jars and candles.
148280_mscoco_2,Cars and trucks parked in a lot outside a garage door.
413058_mscoco_1,A pair of laptops that are turned on sitting on a desk.
357109_mscoco_0,A CROWD OF PEOPLE WATCHING A SKATEBOARDER PERFORM
537427_mscoco_1,a picture of a plane with characters on the side
227590_mscoco_2,A white passenger train is on the tracks.
429261_mscoco_1,There is a sandwich and sides on a tray on the table.
134167_mscoco_1,"One zebra is laying down, one zebra is standing up."
240217_mscoco_0,A dog that is standing in the grass with a bull.
72238_mscoco_4,A man wearing a white foofy hat with the words Happy NewYear on top of it.
132814_mscoco_1,A group of zebras with a giraffe standing behind them
11198_mscoco_2,There are plates of salad and pizza on a pan.
483249_mscoco_3,"Two dark, stripped cats sit on the hood of a silver car."
385719_mscoco_1,Three computers are shown at the wooden desk.
108982_mscoco_1,A bird sitting on a branch of a tree.
261072_mscoco_3,Two smart phones sitting on top of a table.
520289_mscoco_1,A boy standing on a boat inside of the water.
117328_mscoco_4,a person shoe sits in front of a dog paw
575405_mscoco_0,A man riding down a snow covered slope on skis.
15113_mscoco_2,A bird in a tree in a cage.
374629_mscoco_3,A cow grooms itself on a dirt path
217753_mscoco_4,A bunch of fruits and vegetables for sale on display
147762_mscoco_2,A plate with some kind of dessert on it.
569070_mscoco_0,some zebras standing around a tree in a cage
87399_mscoco_3,The unusual clock in the window attracts many window shoppers.
274216_mscoco_1,A person sitting on a boat that's tied to the dock.
277642_mscoco_1,a picture showing a baseball pitcher throwing a pitch
104381_mscoco_4,The backend of a car with a large sticker in the rear window.
416337_mscoco_4,A man in grey sweater standing in front of a truck full of bananas.
164983_mscoco_4,A person and a fuzzy dog sitting on a bed.
58816_mscoco_2,A toilet inside of a train with lots of hoses sticking out of it.
140840_mscoco_1,Large assortment of kites on large field at outdoor event.
379977_mscoco_4,A horse majestically standing in a hilly field.
47740_mscoco_4,A man in shorts is laying on the beach.
300214_mscoco_3,A man with red hair wears a black suit and a silver tie is sitting down leaning on the back of a seat.
78748_mscoco_3,Crowd standing outside of a bike show event.
33830_mscoco_4,A man shaving the wool off of a sheep.
502311_mscoco_4,Two giraffes look interested from their enclosure surrounded by trees.
489209_mscoco_3,Two bears hanging out on a lazy afternoon at the zoo
261061_mscoco_3,a girl wearing an orange shirt on some grass
581654_mscoco_4,A sheepdog prepares to guide a sheep into a corral.
44352_mscoco_0,A large metal green clock hanging from the side of a building.
13414_mscoco_3,Two parking meters stand on a pole as a car is parked across the street.
49759_mscoco_4,A gym full of men playing volleyball with each other.
546067_mscoco_3,Two men are seated on the back of an elephant behind the mahout.
56108_mscoco_4,"A table with chairs, a dresser drawer, a clock and a couch chair are all in the same room."
543895_mscoco_3,Two men squatting over a bag on a sidewalk looking at a frisbee.
483475_mscoco_4,some people standing at the top of some stairs
228436_mscoco_4,a silver bicycle some water cars and buildings
157405_mscoco_0,A cay laying on top of an open laptop computer.
346774_mscoco_3,A young lady with a plate of French fries looks at a pizza with mushrooms.
458313_mscoco_0,On the table was a box of various donuts.
378605_mscoco_3,A donut is on the table on a white saucer.
317188_mscoco_1,a woman on her smart phone hangs out on the beach
413811_mscoco_2,Several people are spending the day at the beach.
39760_mscoco_2,A person riding a board on the ocean while holding onto a kite.
208132_mscoco_0,A plate of food and ketchup bottle are on a table.
341635_mscoco_3,Two red pedestrian light signals one atop the other
563541_mscoco_1,A group of elephants that are standing in the dirt.
564151_mscoco_2,a public male bathroom with a long white sink and tiled walls.
25252_mscoco_4,The outside of a church with a clock next to it.
105611_mscoco_3,A close-up of a dog in a boat wearing clothing.
12731_mscoco_3,A couple of green model trains parked next to each other.
33717_mscoco_4,Several small toys are setup in the model of a zoo.
350157_mscoco_4,A person is taking two girls across the street.
367582_mscoco_0,A man wearing a white shirt and tie looking at a paper.
133237_mscoco_2,a very large elephant that has a small elephant below
475944_mscoco_3,A very colorful bird perched on a tree branch
522928_mscoco_4,A large train on a track by some trees.
247223_mscoco_0,A red light house on pier next to water.
371005_mscoco_3,A yellow and black motorcycle parked on the street
199962_mscoco_4,A man that is sitting in a chair.
497021_mscoco_0,Yellow 'DIP' sign along a small town street.
73622_mscoco_1,A group of people are sitting in a chair and one person is wearing a watch and another one is bitting his nails.
34811_mscoco_0,A bathroom sink underneath a medicine cabinet next to a window.
553253_mscoco_0,A man holding a bunch of green bananas over his right shoulder.
269436_mscoco_1,A small bird sitting in a metal wheel
209221_mscoco_3,A freight liner train heads down a train track.
483311_mscoco_4,A large group of people flying some kites.
217269_mscoco_1,"A monitor and keyboard is sitting on a table, with the computer processor behind it."
57843_mscoco_4,THIS IS A PHOTO OF A DESERT PLATE FOR TWO
139917_mscoco_3,A child playing Wii while a dog lies on the floor.
317028_mscoco_0,A chocolate donut with a hole in the middle and a partial hole beside it.
273582_mscoco_2,A batter that just swung at a pitch just thrown and struck out.
410632_mscoco_2,Back view of three men on a baseball field.
424998_mscoco_2,A picture of a street as snow is almost melted.
91110_mscoco_4,Several people on a grassy field playing frisbee.
492970_mscoco_4,A fireplace in a living room with brown blinds.
114504_mscoco_2,A dog is peeping inside bag of peas kept in the rack.
280230_mscoco_0,a close up of a table with many plates of food
144333_mscoco_0,A woman riding a bike with a basket on it.
22929_mscoco_2,Small child sitting and snuggling with large stuffed bear.
507668_mscoco_0,Zebras crane their necks as they stand in a group in the desert.
113001_mscoco_1,This is a street with a couple colorful busses on it
94038_mscoco_2,Two small dogs nap together on a couch.
75101_mscoco_3,a bathroom with a sink a small mirror and a toilet
131497_mscoco_0,A dog laying down with its bed on its head.
185125_mscoco_4,"A boy is sitting on a couch, playing, and watching television."
467157_mscoco_0,A group of cats sleeping on top of a white mattress.
454102_mscoco_3,A group of people standing on top of a field flying kites.
404273_mscoco_4,Giraffe approaching a small pond to drink water
459195_mscoco_3,Three people sitting on a bench in the woods.
331816_mscoco_4,Some sheep are grazing in a rocky field with a few trees.
114884_mscoco_4,Buses lined up letting people aboard them.
306486_mscoco_0,The front of a restaurant with outdoor an outdoor dining area.
471082_mscoco_0,A glass vase with fresh flowers on a table with a glass angel.
436605_mscoco_2,Animal and penguin shaped kites flying over a field
575577_mscoco_1,A young lady travels down the ski slopes dressed in a bright red and white ski suit.
378928_mscoco_3,A young lady is in the middle of a tennis shot.
38276_mscoco_3,a table top with a computer on top of it
187241_mscoco_2,A man sits at a table with a pitcher of water in front of him.
27917_mscoco_0,A road sign next to a car in a city
68204_mscoco_3,An adult and children standing on a beach flying a kite.
297736_mscoco_1,a building with a sign out front of it cluttered with brooms
401092_mscoco_2,a plate that has some food on it
121745_mscoco_1,Orange slice sitting on a white plate with ornament around.
422176_mscoco_1,A table with a vase filled with flowers and foliage on top.
28676_mscoco_1,A man jumping up in the air catching a Frisbee.
364642_mscoco_3,A meal from Japan or China on a tray.
557732_mscoco_0,a person riding a snow board on a snowy surface
52232_mscoco_1,"A hotel room with balcony, white fitted sheets and pillows"
243418_mscoco_4,A city street with bicyclers and a man riding a elephant.
533140_mscoco_0,"Three sheep in a vineyard, two black faced and one white faced"
469002_mscoco_4,There are six varieties of frosted donuts in the box.
575357_mscoco_0,A dog that is jumping in the air looking at a frisbee.
253688_mscoco_1,Red roses have been dethorned and are gathered upright.
16733_mscoco_4,a very large and thick pizza and two other pieces of food
506483_mscoco_1,People sit near a display of large artworks including an oversize bench and painted feline heads.
460507_mscoco_1,A picture of a bowl of soup and sandwich on a square plate.
212470_mscoco_4,two men two dogs and a little girl on a horse
168061_mscoco_0,A radio sitting on a table next to a record player.
9007_mscoco_0,The man grins in a restaurant holding a glass of wine.
61715_mscoco_2,A train going down a track beside many skyscrapers
2302_mscoco_4,Two people are horseback riding single-file on a trail through a barren desert landscape.
523957_mscoco_3,Skate boarders are running a track with cones.
376521_mscoco_2,A group of people that are in the snow on skis.
85543_mscoco_1,A box filled with six donuts covered in icing and frosting.
150763_mscoco_3,A table set up for a fancy dinner with wine glasses.
17869_mscoco_1,The Frisbee is flying at the man in a white shirt.
177842_mscoco_2,a dog sitting in the front of a car
338472_mscoco_2,A close up view of oranges and a couple of lemons.
107339_mscoco_3,A young girl is using a video game remote control.
313342_mscoco_0,Miniature trains on tracks with miniature person standing in the middle.
15846_mscoco_1,Two boys playing frisbee at park near bench.
324082_mscoco_3,A pair of policemen on horses standing watch.
204162_mscoco_2,a person riding a skate board near a ledge
402027_mscoco_2,A photo of a large banner showing giraffes with no heads.
30992_mscoco_1,A group of men on a field playing baseball.
26518_mscoco_2,A man standing on top of a skateboard.
8473_mscoco_1,A pile of orange sitting on a market shelf.
191893_mscoco_1,a vintage photo of a train in front of a building
9628_mscoco_4,A man flying through the air over the water on a board while holding a rope.
3067_mscoco_2,A kitten on a desk with an open sandwich and apple.
416749_mscoco_3,Two deer walking across a road toward a forest.
525083_mscoco_0,a view of a kitchen from across the room.
55868_mscoco_4,lots of boats tied up at the dock with one man standing by one
511674_mscoco_4,"A man holding scissors wearing a shirt that reads ""I run with scissors."""
249809_mscoco_4,A yellow skateboard wheel on the sunny concrete.
454750_mscoco_0,A larger zebra resting its head on a smaller zebra.
368242_mscoco_4,A small boy flying a lite in a big grassy field.
303342_mscoco_4,A man who is performing a trick on a snowboard.
85097_mscoco_3,a purple and yellow train that is near other tracks
530461_mscoco_1,A small clock tower in front of a brown building
31106_mscoco_3,A young man throwing a white frisbee on a beach.
429044_mscoco_4,A man who is riding a wave in the ocean.
414068_mscoco_3,a green and black train engine and its cars on its track
523677_mscoco_2,Different types of pizza are being sold behind the counter of this pizza restaurant.
