uid,caption
000000551304,A fancy toilet bowl with golden scroll work on it.
000000551334,A man in a news room sits in front of a camera.
000000551336,a lady holding a pizza with the center ate out
000000551338,"A group of people in a field playing with a disc,"
000000551350,Red and white park bench sitting underneath a large tree.
000000551358,The kitten is snuggling under the comforter in the sunlit bedroom
000000551383,A bicyclist with an umbrella pauses in the rain beside a Ganesha shrine.
000000551454,A very tall clock tower over a busy city street.
000000551459,A small elephant next to a large elephant in the mud.
000000551494,A woman holding a baby beside a teddy bear.
000000551510,A small boat traveling across a lake near a shoreline.
000000551517,A PAIR OF VERY LARGE BIRDS ARE STANDING BESIDE A CAR
000000551533,there are a few cows eating in this field
000000551550,A closeup shot of a two different kinds of plants.
000000551559,a zebra standing by himself in a cage
000000551581,Two people sitting at a table with a laptop.
000000551596,A large try bird standing on a metal ledge near some leafs.
000000551602,A zebra foraging for grass among dead branches.
000000551608,A person standing on a beach by the water.
000000551622,Two small elephants standing in a river soaking wet.
000000551633,A little girl on a soccer field picking up a ball
000000551648,The young child is chewing on the cel phone.
000000551650,A far view of a plane in a cloudy sky.
000000551654,The man is in his kitchen preparing his meal.
000000551660,A bowl of broccoli has green apples in it.
000000551665,A giraffe with its head cocked walking about a sandy area.
000000551685,A group of people flying kites in a blue cloudy sky.
000000551692,A boat is traveling across a body of water.
000000551713,The woman is baking cookies and putting them in the oven.
000000551737,A young man in a large open field.
000000551739,A picture of a brown bear at the Bear and Wolf Museum
000000551780,a big clock sits on the side of a building
000000551791,Some wrapped and unwrapped presents sitting between Mr and Mrs. Clause.
000000551794,A man on a motorcycle resting on the side of a country road
000000551796,A plate of food that is in the grass.
000000551804,A woman holding a tennis racquet on a tennis court.
000000551811,a stop sign with a building in the background
000000551815,A white and gray cat and an orange tabby cat snuggle on a blanket.
000000551820,A group of people on a court playing tennis.
000000551849,A young man with a hat on trying to eat a banana.
000000551861,A white and blue bird is perched on a tree branch that is sitting next to a bunch of bushes.
000000551881,A kitchen that has wooden floors and a chrome refrigerator.
000000551896,A moth eating an orange cut in half on a pink plate.
000000551906,People behind a gate and some are holding surfboards.
000000551907,One person flies a kite near a crowded sidewalk.
000000551910,A man flying a large kite with two strings for controlling it.
000000551944,A lone skier is on a pathway in the snowy wilderness.
000000551957,A man jumping on his surfboard in a parking lot.
000000551963,A man holding a bowl with an open oven
000000551966,Individual sitting on a bench at a valley with storm clouds over head.
000000551974,A woman playing Wii in a room
000000551998,A plate with a grain and vegetable salad on it.
000000552018,A table topped with plates of lettuce and vegetables.
000000552061,a woman sitting at a table with a dogg in her lap
000000552073,A couple of giraffes standing around a feeding trough.
000000552074,"A dirty bathroom features a toilet with a blue seat, a tub and a waste paper basket."
000000552075,this is a man taking his own picture
000000552153,A low-hanging cloud shrouding the top of a mountain.
000000552186,A person on a skateboard on the street.
000000552188,A man holding a white frisbee on a lush green park.
000000552217,A beautiful young woman laying in bed naked setting an alarm clock.
000000552221,A table is set colorfully with a pepperoni pizza.
000000552235,A Christmas tree with a bunch of presents under it.
000000552237,Multiple children are getting ready to fly kites.
000000552247,Girls in a gym with tennis racquets are talking to a man on the other side of a net.
000000552253,A polar bear is playing with a blue bottle underwater.
000000552273,Several girls standing in the middle of a street with one lying on the ground.
000000552289,"A clutch purse and a printed paper with orange peel on top, all atop a wooden surface."
000000552302,A man standing on a runway in front of an airplane.
000000552320,A hot pizza has just come out of the oven.
000000552352,This is a close up image of a cheesecake.
000000552364,A group of people at the beach in the sand.
000000552371,Two brown horses in dirt field next to wooden fence.
000000552377,Several people eat a variety of pizzas and drink a variety of beers.
000000552395,A cat is sitting on a park bench.
000000552454,A tiled room with a toilet and a rubber tube
000000552503,Three pans filled with food sitting on a stove top.
000000552504,A young girl holds the string of a kite over her head.
000000552507,Someone is holding up a paper doll just below a white sign.
000000552510,Kids in green and white soccer outfits are on a field as other kids wear a yellow vest over their uniform.
000000552532,Two baby calves feeding on fresh green grass.
000000552545,A child lays down and takes a nap while holding a remote.
000000552563,Cubby holes in kitchen area filled with variety of items.
000000552564,Man woman in their bathroom brushing their teeth.
000000552612,an image of a herd of sheep grazing in the pasture
000000552636,A group of people walking down a sidewalk near a bus.
000000552654,a man doing a trick with a snowboard that is just on one foot
000000552775,an image of man baking goods in the oven
000000552824,A garage door leading out to a fancy car.
000000552829,A dog laying on a floor with a blue ball.
000000552837,"A horse on a desolate, dry desert mountainside, next to a small tent."
000000552866,A picture of a very long and tall building.
000000552883,A empty laundry room with lot of storage space.
000000552901,The bathroom has a shower and a toilet.
000000552902,a zebra grazing on some grass beside the woods
000000552942,A dog sanding on top of a pavement while wearing a safety jacket.
000000552945,A woman feeding a baby elephant by hand.
000000552947,man wearing a bow tie and top hat on a cell phone
000000552973,A boy skateboards on a ramp while people watch on.
000000552977,A urinal in the middle of a tile bath room
000000553034,Three giraffes standing outside near a large pile of rocks.
000000553057,A group of pedestrians huddle under their umbrellas on a rainy day.
000000553061,There are no image to describe on this page..
000000553074,A little boy playing with a truck on a skateboard.
000000553075,A sliced cooked pizza on a plate on a table.
000000553083,A poodle sniffing at a potted plant outside.
000000553097,A large brick building displaying a roman numeral clock
000000553108,Two Giraffes one is standing and the other one is seated.
000000553141,A man is on his own while skiing.
000000553154,An adult elephant and its child in the grasslands.
000000553162,A small brown colored bear on a path in a wooded area with trees and grass.
000000553165,A boat that is on the sand and people nearby.
000000553221,A group of people enjoying the water with sails.
000000553248,A slice of pizza sitting in a persons hand.
000000553253,A man holding a bunch of green bananas over his right shoulder.
000000553280,a bath room with a toilet a sink and a mirror
000000553326,A kitchen has two white ovens next to each other.
000000553339,A green road sign sitting on the side of a road.
000000553353,"A black and white image of a man in the shower, formally dressed, drinking a bottle of liquor."
000000553361,"Bedroom with white walls, white bed, and white cabinet."
000000553420,a number of street signs with a business sign in the background
000000553436,Two men standing in a kitchen next to a dog.
000000553442,Woman hugging a small girl with green and blue luggage.
000000553443,Man eating fruit in room with co-workers with computers.
000000553447,a herd of zebra in a field with one staring at the camera
000000553471,an alarm clock with an image of a sledge hammer over it
000000553482,A small white truck parked next to a couple of trees.
000000553511,"A city road with cars, traffic lights and road signs."
000000553547,Two cats sleeping on top of a bed next to pillows.
000000553549,a bear on the ground near trees and bushes
000000553558,a bathroom with a little desk next to a white sink
000000553561,A couple of kids playing a game on a lush green field.
000000553588,A large building stands in front of a blue sky.
000000553664,Red laptop on a table showing you can learn anywhere!
000000553667,A black child who is enjoying a sandwich.
000000553669,A man is sitting on a park bench using a computer.
000000553678,A stop sign at the end of paved road by a chain link fence
000000553709,a male with a goatee and tie is holding a cup
000000553721,A dog wearing a leash laying next to an orange frisbee.
000000553731,A man dressed up as a clown is holding a cellphone to his ear.
000000553747,Signs on a refrigerator and pictures on it.
000000553761,A couple of cats sitting down on the floor.
000000553780,A person cutting into a doughnut in a box.
000000553788,Someone sitting on their bed looking at their laptop
000000553790,metal rusty metal birds stand on a pole with tall building in the background
000000553795,A dalmation sits on a red couch with two striped pillows.
000000553808,a close up of a sliced orange
000000553847,A young man holding a white guitar hero guitar while standing in front of a TV.
000000553852,there is a young boy that is riding a skateboard
000000553859,A man on a court swinging a tennis racket.
000000553862,Bus modified to support a green hippie movement
000000553867,A herd of zebra standing on a field next to a herd of giraffe.
000000553869,A woman stands on a sidewalk holding a blue umbrella.
000000553931,Assorted donuts are arranged in a glass display.
000000553935,An upshot view of a street camera with an airplane above it.
000000553942,A man on a skateboard in front of a camera that has been set up.
000000553962,A stop sign is shown on top of a wooden platform.
000000553965,A surfer rides a wave with his body almost sideways.
000000553985,A man holding a racquet on top of a tennis court.
000000553990,A woman riding a horse jumps over an obstacle.
000000553992,A man is holding a Wii controller and standing in front of a TV.
000000553998,A truck carrying logs driving past a dumpster.
000000554006,A man wearing green pants and a bow tie skateboards down a road.
000000554021,A man is using a blow dryer on a blue checked piece of clothing.
000000554037,"The preparation of salmon, asparagus and lemons."
000000554046,Sheep wearing jackets in an enclosure in winter.
000000554084,A very cute looking stuffed animal with a funny hat.
000000554100,a close up of a sandwich on a table
000000554114,A woman kneeling down in front of a parking meter.
000000554142,A trunk filled with plants with a mirror behind it.
000000554145,A store display with dozens of toothbrushes for sale
000000554154,A very nice looking living room with pretty furniture.
000000554156,A man holding a tennis racket in the air
000000554241,A crowd is walking in the outdoor plaza.
000000554255,many people in pink shirts stand on a tennis court
000000554266,A collage of photos that shoes two people laying on a bed.
000000554273,A man jumping over a group of people to catch a frisbee
000000554286,A sheep standing in the middle of a manicured flower garden.
000000554291,A kitten climbing out of a blue bowl.
000000554296,A snowy day reveals a man with a black umbrella and snow covered sidewalk.
000000554302,People look at a display of fruit at a farmer's market.
000000554340,Half a donut lying on the yellow line of a street.
000000554347,A small boy is practicing how to ride a snowboard
000000554348,A woman takes a picture of a blue train going into a tunnel.
000000554357,Roger Federer is holding a tennis racquet in backswing motion.
000000554374,A person that is riding a wave on a surf board.
000000554377,Dark cat lying above dashboard of motor vehicle.
000000554459,a couple of people that are next to airplanes
000000554500,A pretty young lady sitting in a room with computers.
000000554537,A man carrying two traffic lights on the side of a street.
000000554579,A group of women that are behind a dog.
000000554582,Three elderly men are sitting on a bench.
000000554607,Hotdogs are cooking on a roaster with condiments arranged alongside.
000000554625,a boy wearing headphones using one computer in a long row of computers
000000554669,A man in a hat is doing a trick on a skateboard.
000000554710,The man is laying in his bedroom on his bed.
000000554727,Guy doing an air trick with his skateboard
000000554735,A person grabbing a slice of pizza from a pizza box.
000000554740,a close up of two parking meters on a street
000000554749,"A bathroom with bathtub, shower stall and dual vanity sinks."
000000554767,"A red, white, blue, and silver train at a station."
000000554805,Two adult cows and one baby in a pen moving around.
000000554828,Swans gather in the middle of a parking lot.
000000554838,a white refrigerator with some cereal on top
000000554859,A living room filled with furniture and a framed poster on it's wall.
000000554892,A woman petting a giraffe as she stands in the back of a truck.
000000554928,A group of people who are outside wearing snow skis.
000000554978,two elephants are in some water and there are green bushes
000000554980,a red tray with a fork a drink sauce and some food
000000555005,Large dog laying down on a blanket next to a table.
000000555009,A variety of computer equipment sitting on a desk.
000000555012,A white toilet sits next to a bath tub.
000000555023,An adult giraffe extending it's tongue over a fence.
000000555048,A nice living room with a couch and various throw pillows.
000000555050,A car in front of a furniture shop with a cow.
000000555066,A truck driving down a street under yellow traffic lights;
000000555110,A pizza with various vegetables served on a white plate.
000000555131,Two boys in red shirts playing baseball in a field.
000000555144,two men playing a virtual game on a pretend tennis court
000000555180,The train is traveling down the track towards Kingscote.
000000555197,A man on ski's that is standing in the snow.
000000555217,A lobby with several pieces of luggage.
000000555271,a baseball player throwing a pitch from the mound
000000555298,"A dog sleeping between a book bag and a shredder, underneath a computer desk"
000000555299,THERE ARE PEOPLE RIDING HORESES IN THE STREET
000000555322,The television in the room is airing something with no one present.
000000555337,One cow attempting to mate with another cow in a pasture.
000000555346,A tug boat floating on a large body of water.
000000555356,some tin foil is wrapped around something in a kitchen
000000555357,Several animals in the grass looking at the camera.
000000555361,A picture of a mans face with a bright light.
000000555366,A zebra running at trotting speed across a field of grass.
000000555387,A ARRAY OF DIFFERENT VEGETABLES ON A BED OF HAY
000000555405,Some kites are flying in the clouds and traveling together.
000000555412,A pizza covered in lots of greens on top of a table.
000000555456,A person riding a snowboard on a snow covered slope.
000000555472,An elephant crossing the road in front of an SUV.
000000555478,An elephant standing in a field with trees.
000000555538,A catcher in baseball with his arm extended.
000000555571,A partially made bed and a reading lamp
000000555582,A woman carrying an inside out umbrella past a wall covered in graffiti.
000000555622,A man in a tie-dyed shirt and a helmet stands by his bicycle in a parking lot.
000000555648,A motorcycle sitting on a sidewalk near parked cars.
000000555686,The woman is sitting on the motorcycle by the plants.
000000555696,a group of people that is in field kicking a ball
000000555705,Two cats are sitting on a pair of shoes outdoors.
000000555739,a close up of a piece of cake on a plate
000000555748,A giant clock mounted to the wall of a building.
000000555763,We are looking up the hill at a city street full of cars.
000000555772,"A close shot of a sign reading ""STOP ZAMBONI CHASING""."
000000555848,"Two hot dogs, tater tots and ketchup on a white plate."
000000555894,You can pick either toilet stall in this clean restroom.
000000555898,A man and woman play an interactive video game.
000000555900,"A toaster oven on a counter is open with a tray of muffins in it, with two muffins on plates to the side."
000000555904,People sitting a a take near several bottles of wine on shelves.
000000555920,White plate with meat and vegetables on woven mat.
000000555932,The man is on a surfboard coming in to the shore.
000000555942,A green motorcycle parked on the side of the street
000000555953,A small plane landing on a runway in a field.
000000555983,A man doing stunts on his motorcycle at a show.
000000556000,A boy playing wii in the living room while several other children watch.
000000556005,A flower in a pot on a table.
000000556012,some cars buildings lights signs and people on a street
000000556025,Items are laying on a long table in a narrow kitchen.
000000556030,a black refrigerator and two gray refrigerators with papers on them
000000556064,A woman is holding half of a sandwich while the rest of the sandwich sits on a plate.
000000556073,a close up of a knife next to a set of keys and a keyboard
000000556083,A teenager riding it's skateboard on a ramp.
000000556091,"All of the electronics are displayed, and the work area neat."
000000556101,A person holding a camera in front of a bus.
000000556120,A room is cluttered with suitcases and boxes.
000000556131,a man in a red tie and hat is holding a large fish
000000556157,A kite flying in the air with the blue sky in the background.
000000556158,A man riding skis while holding two ski poles.
000000556183,some pasta with broccoli mushrooms and sauce
000000556193,Two men standing in front of a flat screen tv.
000000556205,Two individuals riding bicycles on a board walk.
000000556216,A tennis player taking aim for a hit at the ball.
000000556240,A very tall clock tower next to a ferris wheel.
000000556246,A group of boys are skateboarding on a skateboard ramp.
000000556248,Many ducks are congregating on the island in the sea.
000000556341,A man standing next to a zebra on a lawn.
000000556345,A sign for a town called Golden that arches over the road.
000000556349,A motorcycle parked on a sidewalk with a man in the background.
000000556420,A beautiful sandy beach with a grass umbrella next to crystal blue water.
000000556426,A window with blinds that are pulled up halfway
000000556462,A sandwich with toothpicks and french fries are on a plate.
000000556478,There are two pans with pizzas on them.
000000556498,a couple of signs are hanging on a black pole
000000556505,a wet black dog has some sand on its nose
000000556516,"A room with a couch, chairs, television and a table."
000000556518,A baseball player in uniform at bat during a day game.
000000556537,a man that is jumping up in the air
000000556545,A photo and a skateboard sitting on the floor.
000000556562,a doughy treat with some sugar sprinkled on it
000000556597,Several airplanes are lined up on the runway.
000000556600,A water surfer is flying with a kite on the beach.
000000556608,A chocolate and vanilla birthday cake sitting on a white table.
000000556616,A parking meter on a street by a car with traffic.
000000556633,This master bedroom has a bathroom behind glass walls.
000000556648,A white smartphone sits atop a display case.
000000556751,A beautiful little blond girl using a smart phone.
000000556758,Four people ride horses through the tall grass.
000000556765,A young elephant in a river with rappids
000000556817,A black dog walking with a frisbee in his mouth.
000000556837,A toilet with some kind of remote control.
000000556873,A cake is sitting in the grass in front of white flowers.
000000556892,The man is laying out in the sand at the beach
000000556901,A plane with water skies for landing gear coming in for a landing at a lake.
000000556932,a pizza and a pizza cutter and some green pepper toppings
000000556966,A man happily water skiing along calm water.
000000557016,A person is in a car on the street near some cattle and a man on a bike.
000000557059,"Cauliflower, carrots, and broccoli are arranged in a vegetable bowl."
000000557107,A woman is half naked and laying on her bed while swinging her face to the side.
000000557117,A pair of legs with a game controller on them
000000557127,The stoplight shows green through the light traffic.
000000557130,The boys stand next to each other using the devices.
000000557135,A bathroom that has two sinks and a shower.
000000557172,"A bathroom with a sink, tub, shower head and mirror."
000000557190,two men in suits pose next to each other
000000557239,The orange and white cat is sitting in a toilet bowl.
000000557252,Three zebras stand in a grassy area in the wilderness.
000000557258,A toilet set up in a bathroom with a sexual drawing on the flushing unit.
000000557321,"A person at a desk with a keyboard, cell phone, mouse and mp3 player."
000000557324,A pizza in a pan on a table
000000557339,Ladies in a kitchen laughing at the camera while one grates cheese.
000000557346,A bunch of animals in a grassy area.
000000557360,Platanos growing on tree with much green behind
000000557396,Man in blue hat and black shirt grinding on a skateboard.
000000557402,There is a vase with many beautiful pink flowers in it
000000557447,A man explaining his reasoning for making a suggestion.
000000557459,a man rides his surf board in a wave on the ocean
000000557501,A restroom with two sinks and a red colored stall.
000000557510,A view of a vase sitting on a blue towel.
000000557559,A small train blowing steam on the tracks
000000557562,A bald headed man looking down and he is wearing a suit.
000000557564,A man wearing a suit and tie with a hat on his head.
000000557573,A dark red flower with a green center.
000000557596,Female tennis player during mid swing on court.
000000557644,A bicycle rack at a quaint corner in an Irish town.
000000557672,A woman is walking down the street holding an umbrella.
000000557679,A woman cooks as others sit and eat.
000000557686,A bird standing on a ledge near trees.
000000557709,A baseball player swings his bat towards a ball next to a catcher and umpire on a field.
000000557720,A large clock shadow on the side of a building.
000000557732,a person riding a snow board on a snowy surface
000000557780,A dog is lounged on a bean bag while chewing a hot dog toy.
000000557819,Two men stand in front of a bus.
000000557829,A young lady is showing off her winter skills while folks observe.
000000557830,A man holding a tennis racquet on a tennis court.
000000557884,The large glass plant vase is installed into the wall.
000000557896,An adorable little girl standing next to an easy bake oven.
000000557923,Two men that are sitting on bikes in the street.
000000557926,A man handling something while grilling hot dogs on a grill.
000000557977,A person that is up to bat at a baseball game.
000000557981,A man holding an umbrella in one hand and a stuffed animal in the other.
000000557998,A person sits at an outdoor bar with a piece of paper.
000000558012,A computer desk with a laptop and desktop computer.
000000558013,a group of kites attached on to fishing poles on the beach
000000558064,A woman sitting on a bench with a statue and holding its hand.
000000558073,A striped cat sits in a bath tub.
000000558083,Toilet with seat up in tiled bathroom with door open.
000000558101,A herd of sheep roam in the grass.
000000558107,An animal print hat sits on top of a hydrant.
000000558127,two boats on a field near a body of water
000000558128,An outdated bedspread in front of a window with open curtains.
000000558137,a person getting food from a food truck
000000558169,A parrot standing on the arm of a person in front of a bookcase.
000000558171,A man holding a device and a coke bottle in a clearing in a wood.
000000558181,Painting of two bears standing on tree branches.
000000558213,a man that is on a skateboard in the dirt
000000558229,There is a man that is in the bus putting a ribbon on the bus
000000558234,a woman in white is cutting into a cake
000000558235,A train is stopped at the train station.
000000558242,A child in baseball uniform prepares to pitch a ball.
000000558253,A man in cowboy hat walking with a herd of cattle on street.
000000558294,A group of men standing next to each other on a beach.
000000558362,A market with tons of fruit on display with prices.
000000558371,A delicious pizza sits on top of a white plate.
000000558388,A person takes a piece of chocolate cake.
000000558457,A young boy standing next to a pile of green things.
000000558510,A group of men standing on a tennis court
000000558524,Detailed vase on display on a white pedestal.
000000558539,a city bus parked in front of a house
000000558558,A very blurry picture of an intersection taken from a moving car
000000558577,A person laying in a bed with no sheets with his shoes on.
000000558585,A group of ducks in a lake swimming together.
000000558587,a woman rides a pink motorcycle that has bull horns on the handle bars
000000558594,A traffic light and a sign over a street.
000000558611,A person wearing a yellow shirt wearing blue suspenders.
000000558633,a man and a woman sitting at a table eating food
000000558640,The bowl is filled with brocolli and other vegetables.
000000558641,Two glazed and one chocolate doughnut placed on a napkin.
000000558645,A person is holding a small green cell phone.
000000558661,A woman tossing a frisbee on a lush green field.
000000558671,A person and a dog are standing in a cluttered kitchen.
000000558677,a commercial plane at the landing field of an airport
000000558717,this is a child and two women on a beach
000000558736,Several zebra and giraffe viewed in a natural setting
000000558741,An adult and baby giraffe stand in the sun.
000000558784,A guy standing in the grass is ready to throw something.
000000558794,A woman and a man wait on a train station ground.
000000558808,A couple of people holding racquets on a tennis court.
000000558809,Broccoli is partially chopped up on a cutting board.
000000558834,a couple of people on a big park playing with their kites
000000558840,"Tray of food disguised in car, on restaurant counter"
000000558854,"A table topped with a sandwich, chili beans and a container of fries."
000000558864,Plate of homemade with eggs mashed potatoes and carrots
000000558911,"A view of a drink with a garnish sitting on it, on a table."
000000558915,Some people outside at night with a skate board.
000000558927,Some very pretty giraffes in a field of tall grass.
000000558955,A close up of a soccer ball sitting on a green lawn.
000000558976,An old clock on a wall with the title Correos.
000000558992,A tree lined city pedestrian area during autumn
000000559006,Water drips off a bear who is standing in water.
000000559012,a police man is standing in front of doors
000000559067,A dog laying in a piece of black luggage.
000000559099,Cows graze peacefully in a field with a dormant volcano in the distance.
000000559101,A baby in a bouncy seat chewing on a plastic toy.
000000559113,a city bus rides down a street in front of some buildings
000000559136,"A single skiier, skiing over snow covered hills."
000000559159,A kitchen with a hardwood floor with several windows.
000000559160,boy in a sports jersey holds skateboard in right hand
000000559166,A red fire-hydrant on a street near some cars in Europe.
000000559171,A man and woman ride on a red motorcycle with others in the background.
000000559247,Several people in a lunch line with hot dogs and buns.
000000559252,a parking meter that takes visa and a car parked in the spot
000000559261,A tennis player returning a shot on a clay court
000000559270,An old station wagon advertising a local seafood restaurant.
000000559277,a dog lays on the back of a couch
000000559294,A pack of zebras stand on the plain looking into the distance
000000559312,A man carrying a load of bananas through the marketplace on his bike.
000000559315,A black and white photograph of people at a bus stop.
000000559364,A man poses with a statue of a girl and luggage
000000559380,A person is sitting on a bed in a bedroom.
000000559388,A man lying his head on his laptop while two cats surround him.
000000559400,Apples and grapes in bags at a grocery store
000000559416,A man walking with two animals following him with a big building behind him.
000000559417,A lit merry go round a dusk on a dock
000000559442,People attend a large old church on a clear blue day.
000000559454,A woman cutting a cake with a knife.
000000559462,A bride leaning on her groom who is holding an umbrella.
000000559474,A man preparing to hit a tennis ball on a court.
000000559513,A blue plate filled with a large serving of foood
000000559543,A cute girl in pink is playing a video game.
000000559547,"Men stand in uniforms, expressionless, in an historic photo."
000000559550,Girl in high chair reaching for something while Brother watches.
000000559576,a sign standing in a fork in the road
000000559614,A yellow forklift that is next to a building.
000000559656,A bunch of luggage in the back of a car
000000559665,Two men on motorcycles at a stop light
000000559707,a close up of a plate of food with broccoli
000000559773,A downhill flying through the air on a jump.
000000559776,a close up of a cat laying on a car roof
000000559778,A picture of a German Shepard with a stuffed animal.
000000559790,a train on a train track at a station
000000559821,The man is showing off his red tie.
000000559838,Beef and broccoli in a plastic tray with chopsticks sitting nearby.
000000559884,"A man wearing a reflective vest, holding a stop sign."
000000559902,A carriage attached to a horse on the side of the road while cars go by.
000000559948,Skier doing jump off a small snow mound in a red jacket
000000559950,No image is displaying for this image description.
000000559956,Two women are squatting down and petting brown and white long haired goats.
000000560025,A toilet that has a Harry Potter themed lid.
000000560064,three people sitting on a bench a sign and window
000000560108,A young boy in a backyard standing with one foot on a skateboard.
000000560111,A red train engine sits on the tracks
000000560119,A store front in the early twentieth century.
000000560178,Hand showing vegetable that has being chewed near garden area.
000000560218,A desk with various electronics and a computer with a screensaver
000000560222,An intersection with a view that looks towards a small downtown area.
000000560235,A city intersection at Castro street with three stoplights
000000560266,Two bears on the water fighting each other.
000000560272,one plane flies upside down over another plane
000000560297,A cat stands in the refrigerator with an apple in front of it.
000000560312,The inside of a warehouse building with brown couches
000000560323,A tennis player reacts as the crowd looks on.
000000560349,Black and white photograph of boys in living room.
000000560358,the clock is showing thirty-four passed twelve in the station
000000560361,Three men stand atop elephants in the water.
000000560365,There is a pizza and a fork on the table.
000000560368,an empty bedroom with a bed and a bedside table with a lit lamp and few bags and jacket
000000560373,A dog sits in front of his owner and suitcase.
000000560439,Three people are walking through the snow wearing snow shoes.
000000560440,"An old brick building next to a tree, near traffic."
000000560470,A woman holding up a chocolate doughnut with icing on top of it.
000000560474,A car is shown covered in dental items at a fair.
000000560566,A large clock tower sticking out of the top of a building.
000000560591,a modern flush toilet in a bathroom with tile.
000000560613,Two people walking over a bridge while holding umbrellas.
000000560620,A boy is doing a trick on a skateboard
000000560623,The view of runway from behind the windows of airport.
000000560624,A woman riding a horse through the lake.
000000560626,A woman standing outside by a tree
000000560637,A horse with head and ears raised looking and listening.
000000560646,A man on a surfboard in the ocean.
000000560700,A bottle of wine chills in the refrigerator.
000000560721,there is a large pizza with many toppings on it
000000560756,a living room with couches and a lamp
000000560757,A person in a wet suit surfs among waves.
000000560794,A bathroom with a sink under a mirror.
000000560797,A man standing in front of a group of men getting ready to throw a bass to another man.
000000560804,Women on a tennis court playing a doubles match.
000000560819,Man in white shirt holding a tennis racket on a court.
000000560830,A black and white dog on a brown tile floor next to counter.
000000560841,a plate with a sliced banana and a peanut butter sandwich
000000560850,A set of blue bleachers sitting in the middle of a dirt field.
000000560851,Three people and two surfboards on the beach
000000560879,Many people on a tropical beach flying kites.
000000560890,a couple of people in public during a rainy day
000000560893,a pond with a bunch of leafs inside of it
000000560902,A man wearing a blue shirt maneuvers to volley a tennis ball.
000000560908,A very big room with a big bed and some windows.
000000560911,A man sitting on top of a couch holding a smart phone.
000000560918,A little boy trying to fix the skateboard.
000000560948,A couple of bowls in a large bathroom.
000000560993,A man stands in front of a small TV holding a Wii controller.
000000561009,A brown bird has a small yellow head.
000000561013,"A woman holding a cake with candles in it, as a man blows them out."
000000561014,A huge airplane with propellers flies across the blue sky.
000000561027,An adult polar bear with two baby bears following on the snow.
000000561037,A red motorcycle parked with others in a parking lot.
000000561042,A young man carrying a surfboard with another balanced on his head walking down the beach at dusk.
000000561050,Two giraffes lying together in a grassy field.
000000561054,A small child is riding a toy motorcycle.
000000561062,Man with beard lying in bed with three Husky type dogs.
000000561116,The yellow dog is sitting on the couch.
000000561121,a bike on a boat on a body of water
000000561128,A refrigerator and stove are painted as an advertisement.
000000561164,A street corner with a sign and windows on the building.
000000561187,A horse standing next to a tree on a dirt ground.
000000561208,A giraffe laying on the ground near a fence.
000000561223,A young man riding a surfboard on a wave.
000000561256,A woman wearing a hat & pink top takes a selfie in front of a bathroom mirror.
000000561314,A person cutting a piece of paper with scissors.
000000561335,there are two green small boats in the woods
000000561336,A group of men on a field playing baseball.
000000561337,A man riding a surfboard on top of a wave.
000000561357,"A plate with a hot dog, hamburger and french fries."
000000561366,A picture of a cell phone Calculator and a computer.
000000561386,A group of men on a field playing baseball.
000000561393,A cat examines a bag while standing on a suitcase.
000000561399,The man has his hand on a rack of small yellow objects.
000000561403,"a desktop with a laptop, monitor and tablet sitting on top"
000000561411,a dog sitting at a desk with a laptop
000000561412,A clock tower is featured against a cloudy blue sky.
000000561433,A LONG ROAD ON A STREET AND MOTORIST STOPPING AT A STOP SIGN
000000561437,A person flying through the air on skis.
000000561465,Food on plates and a box of doughnuts.
000000561491,A lady looking at an item at a table filled with food.
000000561514,A kitchen with a wooden floor and a round island
000000561563,"A small bathroom has a toilet, sink, and cabinet."
000000561570,A city street at night with light traffic.
000000561578,A clocktower that is on the sidewalk alongside a street is showing four twenty as the time.
000000561589,A man with a plate of food looking at a pizza on a plate.
000000561599,A black and white cat with a concerned look sitting on a chair.
000000561620,Light from an open door shines on a simple wooden pew in a church.
000000561629,A boy is cutting up pieces of construction paper.
000000561647,A stop sign by a cross roads on the roads.
000000561650,A baseball player standing at the plate waiting for the pitch.
000000561679,A residential street has an orange no parking sign near a sidewalk.
000000561681,"A plate topped with rice, meat and vegetables."
000000561698,A bouquet of flowers on a small table that is by a window.
000000561699,A pizza in a box that only has three slices left.
000000561729,a close up of a keyboard and a mouse on a table
000000561745,Some players in action in a baseball game.
000000561750,A luggage cart with a pile of luggage sitting on top of it.
000000561766,A fishing boat with a person and a dog on it riding through the water.
000000561783,The kitchen is furnished with wooden drawers and cabinets.
000000561795,Two men working on the back of a pick up truck
000000561806,A person investigates the sand beside a bicycle at the beach.
000000561810,A person reaches to catch an incoming Frisbee.
000000561814,A large church with a towering clock tower above it.
000000561823,A chocolate cake with strawberries and writing on top.
000000561853,A green truck with an orange extension cord.
000000561903,A dog standing by a television in a room.
000000561923,"Three kites flying in the air on a beautiful, sunny day."
000000561928,This tree serves as a perfectly good bike rack
000000561938,A pair of adult elephants with a baby elephant eat from a pile of fruit.
000000561958,People standing outside a ski resort on skies in the snow.
000000561967,A yellow train engine traveling down train tracks.
000000561979,"Two boats sit on the shore, as night fall rolls in."
000000562030,a bunch of small pots with shrubbery and a pair of scicors laying near by
000000562045,A woman brushing her teeth while riding a skateboard.
000000562054,there are two statues of zebras at a exhibit
000000562062,this is a ball player in the middle of a game
000000562073,Two kids playing a video game in a retail store.
000000562084,Many people under umbrellas and some people in the water at the beach.
